location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T17:45:00.000Z,2019-11-13T23:15:00+05:30,o3,9.78,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T17:45:00.000Z,2019-11-13T23:15:00+05:30,co,4590,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:30:00.000Z,2019-11-13T20:00:00+05:30,co,3780,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:30:00.000Z,2019-11-13T20:00:00+05:30,o3,8.8,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:30:00.000Z,2019-11-13T20:00:00+05:30,pm10,554.75,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:30:00.000Z,2019-11-13T20:00:00+05:30,no2,72.5,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:30:00.000Z,2019-11-13T20:00:00+05:30,pm25,226.37,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:15:00.000Z,2019-11-13T19:45:00+05:30,pm25,215.4,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:15:00.000Z,2019-11-13T19:45:00+05:30,co,3570,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:15:00.000Z,2019-11-13T19:45:00+05:30,pm10,555.91,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:15:00.000Z,2019-11-13T19:45:00+05:30,no2,80.04,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T14:15:00.000Z,2019-11-13T19:45:00+05:30,o3,8.73,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T13:45:00.000Z,2019-11-13T19:15:00+05:30,pm10,535.04,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T13:45:00.000Z,2019-11-13T19:15:00+05:30,co,4350,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T13:45:00.000Z,2019-11-13T19:15:00+05:30,o3,7.47,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T13:45:00.000Z,2019-11-13T19:15:00+05:30,no2,110.07,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T13:45:00.000Z,2019-11-13T19:15:00+05:30,pm25,330.63,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T11:15:00.000Z,2019-11-13T16:45:00+05:30,pm10,486.51,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T11:15:00.000Z,2019-11-13T16:45:00+05:30,no2,55.87,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T11:15:00.000Z,2019-11-13T16:45:00+05:30,pm25,324.44,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T11:15:00.000Z,2019-11-13T16:45:00+05:30,o3,23.55,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T11:15:00.000Z,2019-11-13T16:45:00+05:30,co,2100,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:30:00.000Z,2019-11-13T16:00:00+05:30,pm10,485.33,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:30:00.000Z,2019-11-13T16:00:00+05:30,co,1950,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:30:00.000Z,2019-11-13T16:00:00+05:30,pm25,334.08,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:30:00.000Z,2019-11-13T16:00:00+05:30,o3,60.12,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:30:00.000Z,2019-11-13T16:00:00+05:30,no2,28.51,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:15:00.000Z,2019-11-13T15:45:00+05:30,o3,73.54,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:15:00.000Z,2019-11-13T15:45:00+05:30,pm25,325.56,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:15:00.000Z,2019-11-13T15:45:00+05:30,pm10,500.34,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:15:00.000Z,2019-11-13T15:45:00+05:30,no2,13.73,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T10:15:00.000Z,2019-11-13T15:45:00+05:30,co,1830,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T09:00:00.000Z,2019-11-13T14:30:00+05:30,pm25,358.24,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T09:00:00.000Z,2019-11-13T14:30:00+05:30,no2,9.95,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T09:00:00.000Z,2019-11-13T14:30:00+05:30,co,1670,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T09:00:00.000Z,2019-11-13T14:30:00+05:30,o3,73.76,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T09:00:00.000Z,2019-11-13T14:30:00+05:30,pm10,459.85,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T06:45:00.000Z,2019-11-13T12:15:00+05:30,o3,62.99,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T06:45:00.000Z,2019-11-13T12:15:00+05:30,pm25,426.55,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T06:45:00.000Z,2019-11-13T12:15:00+05:30,pm10,633.96,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T06:45:00.000Z,2019-11-13T12:15:00+05:30,no2,21.61,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T06:45:00.000Z,2019-11-13T12:15:00+05:30,co,2480,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T03:00:00.000Z,2019-11-13T08:30:00+05:30,o3,12.38,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T03:00:00.000Z,2019-11-13T08:30:00+05:30,pm10,662.31,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T03:00:00.000Z,2019-11-13T08:30:00+05:30,co,2690,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T03:00:00.000Z,2019-11-13T08:30:00+05:30,no2,31.54,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T03:00:00.000Z,2019-11-13T08:30:00+05:30,pm25,500.99,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T00:30:00.000Z,2019-11-13T06:00:00+05:30,o3,10.85,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T00:30:00.000Z,2019-11-13T06:00:00+05:30,co,2890,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T00:30:00.000Z,2019-11-13T06:00:00+05:30,pm10,748.55,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T00:30:00.000Z,2019-11-13T06:00:00+05:30,pm25,579.9,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-13T00:30:00.000Z,2019-11-13T06:00:00+05:30,no2,39.76,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T23:00:00.000Z,2019-11-13T04:30:00+05:30,o3,12.46,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T23:00:00.000Z,2019-11-13T04:30:00+05:30,pm10,715.33,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T23:00:00.000Z,2019-11-13T04:30:00+05:30,no2,97.61,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T23:00:00.000Z,2019-11-13T04:30:00+05:30,co,4180,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T23:00:00.000Z,2019-11-13T04:30:00+05:30,pm25,517.96,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:30:00.000Z,2019-11-13T04:00:00+05:30,o3,8.16,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:30:00.000Z,2019-11-13T04:00:00+05:30,no2,78.39,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:30:00.000Z,2019-11-13T04:00:00+05:30,pm25,481.82,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:30:00.000Z,2019-11-13T04:00:00+05:30,co,3920,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:30:00.000Z,2019-11-13T04:00:00+05:30,pm10,724.81,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:15:00.000Z,2019-11-13T03:45:00+05:30,co,4070.0000000000005,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:15:00.000Z,2019-11-13T03:45:00+05:30,pm10,683.86,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:15:00.000Z,2019-11-13T03:45:00+05:30,pm25,476.62,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:15:00.000Z,2019-11-13T03:45:00+05:30,no2,79,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T22:15:00.000Z,2019-11-13T03:45:00+05:30,o3,11.02,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T21:00:00.000Z,2019-11-13T02:30:00+05:30,pm10,613.13,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T21:00:00.000Z,2019-11-13T02:30:00+05:30,no2,82.17,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T21:00:00.000Z,2019-11-13T02:30:00+05:30,co,3900,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T21:00:00.000Z,2019-11-13T02:30:00+05:30,o3,11.02,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T21:00:00.000Z,2019-11-13T02:30:00+05:30,pm25,443.84,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:30:00.000Z,2019-11-13T02:00:00+05:30,pm10,581.77,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:30:00.000Z,2019-11-13T02:00:00+05:30,pm25,396.3,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:30:00.000Z,2019-11-13T02:00:00+05:30,no2,73.8,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:30:00.000Z,2019-11-13T02:00:00+05:30,co,3550,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:30:00.000Z,2019-11-13T02:00:00+05:30,o3,9.53,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:15:00.000Z,2019-11-13T01:45:00+05:30,co,3240,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:15:00.000Z,2019-11-13T01:45:00+05:30,pm25,401.42,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:15:00.000Z,2019-11-13T01:45:00+05:30,o3,8.76,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:15:00.000Z,2019-11-13T01:45:00+05:30,pm10,588.18,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T20:15:00.000Z,2019-11-13T01:45:00+05:30,no2,53.71,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T19:00:00.000Z,2019-11-13T00:30:00+05:30,co,4990,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T19:00:00.000Z,2019-11-13T00:30:00+05:30,pm25,478.06,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T19:00:00.000Z,2019-11-13T00:30:00+05:30,pm10,715.31,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGI Airport (T3), Delhi - IMD",Delhi,IN,2019-11-12T19:00:00.000Z,2019-11-13T00:30:00+05:30,o3,9.31,µg/m³,28.5627763,77.1180053,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
